title,price,rating,availability
Wildlife of New York: A Five-Borough Coloring Book,52.86,2,True
What Happened on Beale Street (Secrets of the South Mysteries #2),52.86,5,True
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,52.86,2,True
Under the Tuscan Sun,52.86,3,True
Toddlers Are A**holes: It's Not Your Fault,52.86,1,True
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,52.86,1,True
The Whale,52.86,4,True
The Story of Art,41.14,4,True
The Origin of Species,41.14,4,True
The Great Gatsby,41.14,4,True
The Good Girl,41.14,3,True
The Glass Castle,41.14,1,True
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,41.14,1,True
The Drowning Girls,41.14,3,True
The Constant Princess (The Tudor Court #1),41.14,3,True
The Bourne Identity (Jason Bourne #1),41.14,4,True
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),41.14,5,True
The Art Book,41.14,2,True
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,41.14,4,True
Team of Rivals: The Political Genius of Abraham Lincoln,41.14,5,True
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,41.14,2,True
"Sit, Stay, Love",41.14,3,True
Sister Dear,41.14,4,True
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",41.14,3,True
"Rich Dad, Poor Dad",41.14,1,True
Raymie Nightingale,41.14,2,True
Playing from the Heart,41.14,1,True
Nightstruck: A Novel,50.35,4,True
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",50.35,5,True
Meternity,50.35,3,True
Memoirs of a Geisha,50.35,3,True
Like Never Before (Walker Family #2),50.35,2,True
Life of Pi,50.35,4,True
Leave This Song Behind: Teen Poetry at Its Best,50.35,5,True
King's Folly (The Kinsman Chronicles #1),50.35,5,True
John Adams,50.35,4,True
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),50.35,4,True
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,50.35,2,True
Good in Bed (Cannie Shapiro #1),50.35,5,True
"Fruits Basket, Vol. 7 (Fruits Basket #7)",50.35,1,True
For the Love: Fighting for Grace in a World of Impossible Standards,50.35,3,True
Finding God in the Ruins: How God Redeems Pain,50.35,2,True
Every Heart a Doorway (Every Heart A Doorway #1),50.35,5,True
Delivering the Truth (Quaker Midwife Mystery #1),50.35,4,True
Counted With the Stars (Out from Egypt #1),50.35,5,True
"Chronicles, Vol. 1",50.35,2,True
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,50.35,1,True
Benjamin Franklin: An American Life,48.19,3,True
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",48.19,5,True
A Summer In Europe,48.19,2,True
A Short History of Nearly Everything,48.19,5,True
A Gathering of Shadows (Shades of Magic #2),48.19,4,True
The Sound Of Love,48.19,5,True
The Rise and Fall of the Third Reich: A History of Nazi Germany,48.19,2,True
The Perks of Being a Wallflower,48.19,3,True
The Mysterious Affair at Styles (Hercule Poirot #1),48.19,4,True
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,48.19,4,True
The Makings of a Fatherless Child,48.19,2,True
The Joy of Cooking,48.19,4,True
The Invention of Wings,48.19,1,True
The Hobbit (Middle-Earth Universe),48.19,5,True
The Great Railway Bazaar,48.19,1,True
The Golden Compass (His Dark Materials #1),48.19,1,True
The God Delusion,48.19,3,True
The Girl You Left Behind (The Girl You Left Behind #1),48.19,1,True
The Fellowship of the Ring (The Lord of the Rings #1),48.19,2,True
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),48.19,5,True
The Barefoot Contessa Cookbook,59.92,5,True
Tell the Wolves I'm Home,59.92,2,True
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,59.92,3,True
Pride and Prejudice,59.92,4,True
Musicophilia: Tales of Music and the Brain,59.92,1,True
Mere Christianity,59.92,3,True
Me Before You (Me Before You #1),59.92,1,True
In the Woods (Dublin Murder Squad #1),59.92,2,True
In Cold Blood,59.92,4,True
How to Stop Worrying and Start Living,59.92,5,True
Give It Back,59.92,2,True
"Girl, Interrupted",59.92,3,True
Fun Home: A Family Tragicomic,59.92,4,True
"Fruits Basket, Vol. 6 (Fruits Basket #6)",59.92,4,True
Deception Point,59.92,4,True
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",59.92,3,True
Catherine the Great: Portrait of a Woman,59.92,4,True
Better Homes and Gardens New Cook Book,59.92,3,True
An Unquiet Mind: A Memoir of Moods and Madness,59.92,3,True
A Year in Provence (Provence #1),59.92,4,True
World Without End (The Pillars of the Earth #2),32.97,4,True
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",32.97,4,True
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,32.97,2,True
Where She Went (If I Stay #2),32.97,4,True
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,32.97,4,True
Two Summers,32.97,1,True
This Is Your Brain on Music: The Science of a Human Obsession,32.97,1,True
The Secret Garden,32.97,4,True
The Raven King (The Raven Cycle #4),32.97,2,True
The Raven Boys (The Raven Cycle #1),32.97,4,True
The Power Greens Cookbook: 140 Delicious Superfood Recipes,32.97,5,True
The Metamorphosis,32.97,1,True
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,32.97,5,True
The Little Paris Bookshop,32.97,3,True
The Hiding Place,32.97,4,True
The Grand Design,32.97,3,True
The Firm,32.97,3,True
The Fault in Our Stars,32.97,1,True
The False Prince (The Ascendance Trilogy #1),32.97,5,True
The Expatriates,32.97,2,True
The Dream Thieves (The Raven Cycle #2),34.5,1,True
The Darkest Corners,34.5,5,True
The Crossover,34.5,4,True
The 5th Wave (The 5th Wave #1),34.5,2,True
Tell the Wind and Fire,34.5,3,True
Tell Me Three Things,34.5,1,True
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,34.5,4,True
Siddhartha,34.5,5,True
Shiver (The Wolves of Mercy Falls #1),34.5,5,True
Remember Me?,34.5,3,True
Red Dragon (Hannibal Lecter #1),34.5,3,True
Peak: Secrets from the New Science of Expertise,34.5,2,True
My Mother Was Nuts,34.5,4,True
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,34.5,5,True
Maybe Something Beautiful: How Art Transformed a Neighborhood,34.5,1,True
Lola and the Boy Next Door (Anna and the French Kiss #2),34.5,4,True
Logan Kade (Fallen Crest High #5.5),34.5,2,True
Last One Home (New Beginnings #1),34.5,3,True
Killing Floor (Jack Reacher #1),34.5,4,True
Kill the Boy Band,34.5,5,True
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,True
If I Stay (If I Stay #1),48.13,5,True
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),48.13,2,True
Harry Potter and the Deathly Hallows (Harry Potter #7),48.13,1,True
"Fruits Basket, Vol. 5 (Fruits Basket #5)",48.13,1,True
Foundation (Foundation (Publication Order) #1),48.13,1,True
Fool Me Once,48.13,1,True
Find Her (Detective D.D. Warren #8),48.13,1,True
Evicted: Poverty and Profit in the American City,48.13,1,True
Drama,48.13,2,True
Dracula the Un-Dead,48.13,5,True
Digital Fortress,48.13,5,True
"Death Note, Vol. 5: Whiteout (Death Note #5)",48.13,1,True
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",48.13,3,True
Critique of Pure Reason,48.13,1,True
Booked,48.13,5,True
"Blue Lily, Lily Blue (The Raven Cycle #3)",48.13,5,True
Approval Junkie: Adventures in Caring Too Much,48.13,5,True
An Abundance of Katherines,48.13,5,True
America's War for the Greater Middle East: A Military History,48.13,2,True
Alight (The Generations Trilogy #2),58.59,4,True
A Girl's Guide to Moving On (New Beginnings #2),58.59,1,True
A Game of Thrones (A Song of Ice and Fire #1),58.59,2,True
A Feast for Crows (A Song of Ice and Fire #4),58.59,4,True
A Clash of Kings (A Song of Ice and Fire #2),58.59,3,True
Vogue Colors A to Z: A Fashion Coloring Book,58.59,4,True
The Shining (The Shining #1),58.59,3,True
The Pilgrim's Progress,58.59,2,True
The Perfect Play (Play by Play #1),58.59,3,True
The Passion of Dolssa,58.59,5,True
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,58.59,3,True
The Hunger Games (The Hunger Games #1),58.59,5,True
The Hound of the Baskervilles (Sherlock Holmes #5),58.59,2,True
The Gunning of America: Business and the Making of American Gun Culture,58.59,4,True
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,58.59,2,True
The Demonists (Demonist #1),58.59,2,True
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",58.59,2,True
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),58.59,3,True
The Beast (Black Dagger Brotherhood #14),58.59,5,True
Some Women,58.59,5,True
Shopaholic Ties the Knot (Shopaholic #3),48.39,5,True
Paper and Fire (The Great Library #2),48.39,5,True
Outlander (Outlander #1),48.39,5,True
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",48.39,3,True
No One Here Gets Out Alive,48.39,5,True
Night Shift (Night Shift #1-20),48.39,4,True
Needful Things,48.39,4,True
Mockingjay (The Hunger Games #3),48.39,4,True
Misery,48.39,2,True
Little Women (Little Women #1),48.39,4,True
It,48.39,3,True
Harry Potter and the Sorcerer's Stone (Harry Potter #1),48.39,3,True
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),48.39,4,True
Harry Potter and the Order of the Phoenix (Harry Potter #5),48.39,4,True
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.39,5,True
Harry Potter and the Chamber of Secrets (Harry Potter #2),48.39,1,True
Gone with the Wind,48.39,3,True
God Is Not Great: How Religion Poisons Everything,48.39,1,True
Girl With a Pearl Earring,48.39,1,True
"Fruits Basket, Vol. 4 (Fruits Basket #4)",48.39,4,True
Far From True (Promise Falls Trilogy #2),34.93,2,True
Dark Lover (Black Dagger Brotherhood #1),34.93,1,True
Confessions of a Shopaholic (Shopaholic #1),34.93,2,True
Changing the Game (Play by Play #2),34.93,3,True
Candide,34.93,3,True
Can You Keep a Secret?,34.93,1,True
Atlas Shrugged,34.93,5,True
Animal Farm,34.93,3,True
A Walk to Remember,34.93,1,True
A New Earth: Awakening to Your Life's Purpose,34.93,5,True
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",34.93,1,True
'Salem's Lot,34.93,4,True
Zero History (Blue Ant #3),34.93,1,True
Wuthering Heights,34.93,3,True
World War Z: An Oral History of the Zombie War,34.93,1,True
Wild: From Lost to Found on the Pacific Crest Trail,34.93,3,True
"Where'd You Go, Bernadette",34.93,1,True
When You Are Engulfed in Flames,34.93,5,True
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,34.93,3,True
We Are All Completely Beside Ourselves,34.93,1,True
Walk the Edge (Thunder Road #2),32.36,3,True
Voyager (Outlander #3),32.36,5,True
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,32.36,3,True
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,32.36,2,True
"Unstuffed: Decluttering Your Home, Mind, and Soul",32.36,1,True
Under the Banner of Heaven: A Story of Violent Faith,32.36,1,True
Two Boys Kissing,32.36,2,True
Twilight (Twilight #1),32.36,2,True
Twenties Girl,32.36,2,True
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",32.36,1,True
Three-Martini Lunch,32.36,3,True
"Thinking, Fast and Slow",32.36,1,True
The Wild Robot,32.36,3,True
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",32.36,3,True
The Undomestic Goddess,32.36,4,True
The Travelers,32.36,1,True
The Tipping Point: How Little Things Can Make a Big Difference,32.36,2,True
The Thing About Jellyfish,32.36,1,True
The Stand,32.36,2,True
The Smitten Kitchen Cookbook,32.36,1,True
The Silkworm (Cormoran Strike #2),23.05,5,True
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",23.05,5,True
The Rose & the Dagger (The Wrath and the Dawn #2),23.05,4,True
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.05,1,True
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),23.05,3,True
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),23.05,1,True
The Rest Is Noise: Listening to the Twentieth Century,23.05,1,True
The Red Tent,23.05,5,True
The Purpose Driven Life: What on Earth Am I Here for?,23.05,3,True
The Purest Hook (Second Circle Tattoos #3),23.05,1,True
The Picture of Dorian Gray,23.05,2,True
The Paris Wife,23.05,3,True
The Obsession,23.05,1,True
The Nightingale,23.05,4,True
The New Guy (and Other Senior Year Distractions),23.05,3,True
The Nanny Diaries (Nanny #1),23.05,5,True
The Name of God is Mercy,23.05,2,True
The Maze Runner (The Maze Runner #1),23.05,1,True
The Lover's Dictionary,23.05,2,True
The Lonely Ones,23.05,5,True
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,3,True
The Last Painting of Sara de Vos,33.92,2,True
"The Land of 10,000 Madonnas",33.92,4,True
The Infinities,33.92,1,True
The Husband's Secret,33.92,5,True
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),33.92,3,True
The Guns of August,33.92,2,True
The Guernsey Literary and Potato Peel Pie Society,33.92,1,True
The Goldfinch,33.92,3,True
The Giver (The Giver Quartet #1),33.92,1,True
The Girl with All the Gifts,33.92,3,True
The Girl Who Played with Fire (Millennium Trilogy #2),33.92,2,True
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),33.92,1,True
The Exiled,33.92,3,True
"The End of Faith: Religion, Terror, and the Future of Reason",33.92,4,True
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",33.92,4,True
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",33.92,5,True
The Devil Wears Prada (The Devil Wears Prada #1),33.92,1,True
The Demon-Haunted World: Science as a Candle in the Dark,33.92,4,True
The Day the Crayons Came Home (Crayons),33.92,5,True
The Da Vinci Code (Robert Langdon #2),22.96,2,True
The Cuckoo's Calling (Cormoran Strike #1),22.96,1,True
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),22.96,4,True
The Complete Poems,22.96,5,True
The Catcher in the Rye,22.96,1,True
The Cat in the Hat (Beginner Books B-1),22.96,2,True
The Case for Christ (Cases for Christianity),22.96,1,True
The Book Thief,22.96,2,True
The Book of Basketball: The NBA According to The Sports Guy,22.96,5,True
The Blind Side: Evolution of a Game,22.96,5,True
The Autobiography of Malcolm X,22.96,2,True
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",22.96,3,True
The Art of Fielding,22.96,1,True
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",22.96,2,True
Stiff: The Curious Lives of Human Cadavers,22.96,3,True
Spilled Milk: Based on a True Story,22.96,1,True
Something Borrowed (Darcy & Rachel #1),22.96,5,True
Something Blue (Darcy & Rachel #2),22.96,1,True
Soldier (Talon #3),22.96,2,True
Shopaholic & Baby (Shopaholic #5),22.96,2,True
Seven Days in the Art World,52.33,2,True
Seven Brief Lessons on Physics,52.33,4,True
Scarlet (The Lunar Chronicles #2),52.33,4,True
Sarah's Key,52.33,1,True
"Saga, Volume 3 (Saga (Collected Editions) #3)",52.33,5,True
Running with Scissors,52.33,4,True
Rogue Lawyer (Rogue Lawyer #1),52.33,3,True
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",52.33,4,True
Rework,52.33,2,True
Reservations for Two,52.33,3,True
Red: The True Story of Red Riding Hood,52.33,3,True
Ready Player One,52.33,4,True
Quiet: The Power of Introverts in a World That Can't Stop Talking,52.33,1,True
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),52.33,3,True
Persepolis: The Story of a Childhood (Persepolis #1-2),52.33,1,True
Packing for Mars: The Curious Science of Life in the Void,52.33,2,True
Outliers: The Story of Success,52.33,1,True
Original Fake,52.33,3,True
Orange Is the New Black,52.33,2,True
One for the Money (Stephanie Plum #1),52.33,2,True
Notes from a Small Island (Notes From a Small Island #1),40.17,1,True
Night (The Night Trilogy #1),40.17,1,True
Neither Here nor There: Travels in Europe,40.17,3,True
Naked,40.17,3,True
Morning Star (Red Rising #3),40.17,1,True
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",40.17,1,True
Midnight Riot (Peter Grant/ Rivers of London - books #1),40.17,2,True
Me Talk Pretty One Day,40.17,2,True
Manuscript Found in Accra,40.17,2,True
Lust & Wonder,40.17,2,True
Lila (Gilead #3),40.17,3,True
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",40.17,2,True
Life Without a Recipe,40.17,5,True
Life After Life,40.17,2,True
Letter to a Christian Nation,40.17,1,True
Let's Pretend This Never Happened: A Mostly True Memoir,40.17,1,True
Legend (Legend #1),40.17,4,True
"Lean In: Women, Work, and the Will to Lead",40.17,1,True
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",40.17,5,True
Lady Renegades (Rebel Belle #3),40.17,5,True
Jurassic Park (Jurassic Park #1),44.97,1,True
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,44.97,1,True
Is Everyone Hanging Out Without Me? (And Other Concerns),44.97,3,True
Into the Wild,44.97,5,True
Inferno (Robert Langdon #4),44.97,5,True
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",44.97,3,True
If I Run (If I Run #1),44.97,4,True
I've Got Your Number,44.97,1,True
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,44.97,2,True
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,44.97,3,True
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",44.97,2,True
House of Leaves,44.97,1,True
Horrible Bear!,44.97,2,True
Holidays on Ice,44.97,2,True
Heir to the Sky,44.97,4,True
Green Eggs and Ham (Beginner Books B-16),44.97,4,True
"Grayson, Vol 3: Nemesis (Grayson #3)",44.97,1,True
Gratitude,44.97,5,True
Gone Girl,44.97,5,True
Golden (Heart of Dread #3),44.97,4,True
Girl in the Blue Coat,46.83,2,True
"Fruits Basket, Vol. 3 (Fruits Basket #3)",46.83,2,True
"Friday Night Lights: A Town, a Team, and a Dream",46.83,3,True
Fire Bound (Sea Haven/Sisters of the Heart #5),46.83,4,True
Fifty Shades Freed (Fifty Shades #3),46.83,5,True
Fellside,46.83,1,True
Extreme Prey (Lucas Davenport #26),46.83,3,True
Eragon (The Inheritance Cycle #1),46.83,3,True
Eclipse (Twilight #3),46.83,1,True
Dune (Dune #1),46.83,1,True
Dracula,46.83,3,True
Do Androids Dream of Electric Sheep? (Blade Runner #1),46.83,1,True
Disrupted: My Misadventure in the Start-Up Bubble,46.83,5,True
Dead Wake: The Last Crossing of the Lusitania,46.83,5,True
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",46.83,1,True
Darkfever (Fever #1),46.83,1,True
Dark Places,46.83,5,True
Crazy Rich Asians (Crazy Rich Asians #1),46.83,5,True
Counting Thyme,46.83,1,True
Cosmos,46.83,2,True
Civilization and Its Discontents,59.95,2,True
Cinder (The Lunar Chronicles #1),59.95,1,True
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,59.95,2,True
Career of Evil (Cormoran Strike #3),59.95,2,True
Breaking Dawn (Twilight #4),59.95,5,True
Brave Enough,59.95,5,True
Boy Meets Boy,59.95,3,True
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",59.95,2,True
Blink: The Power of Thinking Without Thinking,59.95,5,True
Black Flags: The Rise of ISIS,59.95,1,True
"Black Butler, Vol. 1 (Black Butler #1)",59.95,1,True
Big Little Lies,59.95,1,True
Between Shades of Gray,59.95,5,True
Best of My Love (Fool's Gold #20),59.95,2,True
Beowulf,59.95,2,True
Beautiful Creatures (Caster Chronicles #1),59.95,5,True
Awkward,59.95,2,True
Ash,59.95,4,True
Are We There Yet?,59.95,3,True
Are We Smart Enough to Know How Smart Animals Are?,59.95,1,True
Annie on My Mind,36.83,5,True
And Then There Were None,36.83,2,True
A Walk in the Woods: Rediscovering America on the Appalachian Trail,36.83,4,True
A Visit from the Goon Squad,36.83,5,True
A Storm of Swords (A Song of Ice and Fire #3),36.83,2,True
A Heartbreaking Work of Staggering Genius,36.83,5,True
8 Keys to Mental Health Through Exercise,36.83,1,True
#GIRLBOSS,36.83,1,True
"The Suffragettes (Little Black Classics, #96)",36.83,2,True
The Sense of an Ending,36.83,3,True
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",36.83,1,True
The Course of Love,36.83,3,True
Sugar Rush (Offensive Line #2),36.83,1,True
"Saga, Volume 2 (Saga (Collected Editions) #2)",36.83,3,True
"Run, Spot, Run: The Ethics of Keeping Pets",36.83,1,True
New Moon (Twilight #2),36.83,4,True
Life,36.83,5,True
Kindle Paperwhite User's Guide,36.83,3,True
H is for Hawk,36.83,5,True
Girl Online On Tour (Girl Online #2),36.83,1,True
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,True
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),11.64,4,True
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",11.64,4,True
While You Were Mine,11.64,5,True
Where Lightning Strikes (Bleeding Stars #3),11.64,3,True
When I'm Gone,11.64,3,True
Ways of Seeing,11.64,5,True
"Vampire Knight, Vol. 1 (Vampire Knight #1)",11.64,1,True
Vampire Girl (Vampire Girl #1),11.64,2,True
Twenty Love Poems and a Song of Despair,11.64,4,True
Travels with Charley: In Search of America,11.64,5,True
Three Wishes (River of Time: California #1),11.64,2,True
This One Moment (Pushing Limits #1),11.64,1,True
The Zombie Room,11.64,5,True
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",11.64,2,True
The Tumor,11.64,5,True
The Story of Hong Gildong,11.64,4,True
The Silent Wife,11.64,5,True
The Silent Twin (Detective Jennifer Knight #3),11.64,3,True
The Selfish Gene,11.64,1,True
The Secret Healer,34.56,3,True
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",34.56,3,True
The Republic,34.56,3,True
The Odyssey,34.56,3,True
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),34.56,4,True
The Nicomachean Ethics,34.56,1,True
The Name of the Wind (The Kingkiller Chronicle #1),34.56,3,True
The Mirror & the Maze (The Wrath and the Dawn #1.5),34.56,1,True
The Little Prince,34.56,2,True
The Light of the Fireflies,34.56,1,True
The Last Girl (The Dominion Trilogy #1),34.56,2,True
The Iliad,34.56,1,True
The Hook Up (Game On #1),34.56,5,True
The Haters,34.56,5,True
The Girl You Lost,34.56,5,True
The Girl In The Ice (DCI Erika Foster #1),34.56,3,True
The End of the Jesus Era (An Investigation #1),34.56,1,True
The Edge of Reason (Bridget Jones #2),34.56,4,True
The Complete Maus (Maus #1-2),34.56,3,True
The Communist Manifesto,34.56,3,True
The Bhagavad Gita,57.49,3,True
The Bette Davis Club,57.49,3,True
The Art of Not Breathing,57.49,4,True
Taking Shots (Assassins #1),57.49,2,True
Starlark,57.49,3,True
"Skip Beat!, Vol. 01 (Skip Beat! #1)",57.49,3,True
Sister Sable (The Mad Queen #1),57.49,3,True
Shatter Me (Shatter Me #1),57.49,1,True
Shameless,57.49,3,True
Shadow Rites (Jane Yellowrock #10),57.49,4,True
Settling the Score (The Summer Games #1),57.49,2,True
Sense and Sensibility,57.49,1,True
"Saga, Volume 1 (Saga (Collected Editions) #1)",57.49,1,True
"Rhythm, Chord & Malykhin",57.49,2,True
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",57.49,5,True
Paradise Lost (Paradise #1),57.49,1,True
"Paper Girls, Vol. 1 (Paper Girls #1-5)",57.49,4,True
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",57.49,3,True
Origins (Alphas 0.5),57.49,1,True
One Second (Seven #7),57.49,2,True
On the Road (Duluoz Legend),32.36,3,True
Old Records Never Die: One Man's Quest for His Vinyl and His Past,32.36,2,True
Off Sides (Off #1),32.36,5,True
Of Mice and Men,32.36,2,True
Myriad (Prentor #1),32.36,4,True
My Perfect Mistake (Over the Top #1),32.36,2,True
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",32.36,4,True
Meditations,32.36,2,True
Matilda,32.36,1,True
Lost Among the Living,32.36,4,True
Lord of the Flies,32.36,3,True
Listen to Me (Fusion #1),32.36,3,True
Kitchens of the Great Midwest,32.36,5,True
Jane Eyre,32.36,5,True
Imperfect Harmony,32.36,4,True
Icing (Aces Hockey #2),32.36,4,True
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",32.36,3,True
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),32.36,4,True
"Giant Days, Vol. 1 (Giant Days #1-4)",32.36,4,True
"Fruits Basket, Vol. 1 (Fruits Basket #1)",32.36,5,True
Frankenstein,38.0,2,True
Forever Rockers (The Rocker #12),38.0,3,True
Fighting Fate (Fighting #6),38.0,3,True
Emma,38.0,2,True
"Eat, Pray, Love",38.0,3,True
Deep Under (Walker Security #1),38.0,5,True
Choosing Our Religion: The Spiritual Lives of America's Nones,38.0,4,True
Charlie and the Chocolate Factory (Charlie Bucket #1),38.0,3,True
Charity's Cross (Charles Towne Belles #4),38.0,1,True
Bright Lines,38.0,5,True
Bridget Jones's Diary (Bridget Jones #1),38.0,1,True
Bounty (Colorado Mountain #7),38.0,4,True
Blood Defense (Samantha Brinkman #1),38.0,3,True
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",38.0,5,True
Beyond Good and Evil,38.0,1,True
Alice in Wonderland (Alice's Adventures in Wonderland #1),38.0,1,True
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",38.0,4,True
A Spy's Devotion (The Regency Spies of London #1),38.0,5,True
1st to Die (Women's Murder Club #1),38.0,1,True
"1,000 Places to See Before You Die",38.0,5,True
